protein,mean_orig,mean_ko,diff
RSBN1L,-0.10729798,-0.136352,-0.029054023
HIPK2,0.081155345,0.052101385,-0.02905396
MARK2,-0.020044984,-0.049014796,-0.028969811
RPRD2,-0.053713016,-0.08267751,-0.028964497
IAH1,0.11505939,0.086250916,-0.028808475
RCN2,0.0570566,0.02829523,-0.028761368
POGLUT3,0.11177026,0.0830413,-0.028728954
PDE10A,0.01439569,-0.014315131,-0.02871082
DDX27,0.036415186,0.007815311,-0.028599875
PDF,-0.02737023,-0.0559171,-0.02854687
TKT,-0.000716864,-0.029130688,-0.028413823
FOSL2,0.1129738,0.0845838,-0.028390005
TRAP1,-0.009112759,-0.037452694,-0.028339935
SYVN1,0.014976363,-0.013181085,-0.028157447
DPP7,0.030718481,0.002735994,-0.027982486
SLC30A9,0.000955309,-0.02678706,-0.027742367
MAOB,0.035466254,0.007760853,-0.027705401
TECR,0.093011335,0.065545656,-0.027465679
RMDN1,0.15293293,0.125664,-0.027268931
SF1,-0.09874,-0.12600793,-0.027267933
WDR89,-0.048908137,-0.076153085,-0.027244948
TNRC6B,0.039236635,0.012038764,-0.027197871
SLC25A24,0.15232389,0.1255089,-0.026814982
PRKACA,0.057303786,0.03057743,-0.026726356
ME1,0.06865165,0.04203322,-0.026618425
CELSR1,-0.009379042,-0.03598395,-0.026604908
USP37,-0.01397722,-0.040482737,-0.026505517
RPL13,0.0464913,0.020018155,-0.026473144
SFT2D3,0.05138564,0.025039295,-0.026346346
PLEKHA6,0.101854794,0.07560754,-0.026247256
COMMD5,-0.06209367,-0.08832284,-0.02622917
HGFAC,-0.04280157,-0.06902479,-0.026223216
NKIRAS1,-0.004122791,-0.030220767,-0.026097976
MYO6,0.080145,0.054058876,-0.026086126
CD59,0.09514769,0.069124155,-0.026023537
SATB2,0.042670872,0.016702622,-0.02596825
LGR4,-0.08830385,-0.11403118,-0.025727332
TUBB4B,0.019849213,-0.005784304,-0.025633518
RPAP3,0.08142573,0.05590531,-0.025520418
CCDC47,0.076551065,0.05108214,-0.025468923
CTHRC1,0.000800862,-0.024469752,-0.025270615
MED20,-0.047501523,-0.07272037,-0.025218848
HCFC1,-0.08921927,-0.11420983,-0.024990559
SLC52A2,-0.01957496,-0.04456351,-0.024988549
ARPC4,0.09309122,0.0681501,-0.024941117
CYC1,0.0695636,0.04490113,-0.024662469
SF3A3,-0.091964416,-0.11631426,-0.024349846
DLAT,-0.036179274,-0.060237437,-0.024058163
CASP3,-0.06474841,-0.088763,-0.024014592
TMEM109,-0.009262306,-0.033220932,-0.023958627
HSD17B8,0.054723527,0.030811368,-0.02391216
CACTIN,-0.12759517,-0.1514407,-0.023845524
WDR36,-0.029201742,-0.05295751,-0.023755766
OGFOD1,-0.034834288,-0.058306124,-0.023471836
AFF1,-0.035514973,-0.05876188,-0.023246907
PTPRF,0.015711088,-0.007252974,-0.02296406
RPL36,-0.009287017,-0.031989504,-0.022702485
ANO1,0.048256155,0.0255927,-0.022663455
BPGM,-0.018012108,-0.040673345,-0.022661237
NGRN,-0.006824091,-0.029473882,-0.022649791
EEA1,0.14664331,0.12399611,-0.022647202
MTRF1,0.019722434,-0.002850923,-0.022573357
FOSL1,0.09464006,0.0721087,-0.02253136
CWC25,-0.075190134,-0.09771305,-0.022522919
EMC8,0.089932136,0.06749731,-0.022434823
PROM2,-0.015202473,-0.03754059,-0.022338115
NUP58,-0.08794483,-0.11018174,-0.022236913
STIP1,-0.02167142,-0.04383758,-0.02216616
ZNF296,0.015249242,-0.006791896,-0.022041138
SPATS2,0.027733365,0.005845767,-0.021887599
ANKHD1,0.11608174,0.09470752,-0.021374218
CEMIP2,0.050701745,0.02952231,-0.021179436
DOCK6,0.017347805,-0.003737163,-0.021084968
TADA1,0.04206388,0.020979604,-0.021084277
SGO1,0.153212,0.1323766,-0.0208354
SAMD4B,0.026689306,0.005868349,-0.020820957
TUBB4A,-0.101592146,-0.122313865,-0.020721719
TCF25,-0.032559756,-0.053200103,-0.020640347
GRPEL2,0.005026007,-0.015565625,-0.020591632
COPS6,-0.04164267,-0.06208861,-0.02044594
CHPF,-0.05265362,-0.07298193,-0.020328313
KIF1A,-0.098393604,-0.11865311,-0.020259507
GTPBP4,0.046930972,0.026734909,-0.020196063
MOCS3,-0.0628977,-0.083083704,-0.020186007
TADA3,-0.04278551,-0.06286479,-0.020079277
CDC42EP4,0.09336974,0.07330011,-0.020069629
CUL3,0.004450916,-0.015599107,-0.020050023
TFAP2A,0.00171309,-0.018306855,-0.020019945
GOLGA5,0.08818244,0.06852923,-0.019653209
YME1L1,0.009422047,-0.010179805,-0.019601852
PTCD3,0.014261677,-0.005289415,-0.01955109
MAN2B2,0.09808907,0.07861321,-0.019475862
TRAPPC6B,0.017735053,-0.001723019,-0.019458072
BCL2L2;BCL2L2-PABPN1,0.010659728,-0.008720805,-0.019380532
QTRT2,-0.1145075,-0.13383257,-0.019325078
PPIF,-0.02929755,-0.04860008,-0.019302532
COQ8A,-0.06625467,-0.085529,-0.019274332
ATP6V1B2,-0.022089595,-0.041295163,-0.019205568
PRUNE1,-0.015002392,-0.03393953,-0.018937137
CHTOP,0.021581246,0.002648695,-0.018932551
PLSCR3,-0.007000549,-0.025862643,-0.018862095
SMIM11A,-0.087626666,-0.10647496,-0.018848293
TRABD,-0.056223672,-0.074995555,-0.018771883
RHOF,0.050676856,0.031934895,-0.018741962
RRM2,-0.1172763,-0.13599722,-0.018720917
NDUFB1,0.008834494,-0.009419717,-0.018254211
TPCN1,-0.026150603,-0.044400435,-0.018249832
B4GALT1,0.037239235,0.019645652,-0.017593583
DDX20,-0.08336023,-0.10092723,-0.017567001
LVRN,-0.12240981,-0.13983433,-0.017424516
C19orf47,-0.046743516,-0.06416683,-0.017423313
ACAD11,0.04119022,0.02377533,-0.017414888
CCT3,-0.07753633,-0.094791114,-0.017254785
NOTCH2,0.044354852,0.027140712,-0.01721414
NADSYN1,-0.07464208,-0.09180778,-0.017165706
DOCK7,0.03649136,0.019570308,-0.016921053
EPCAM,0.040654253,0.023766115,-0.016888138
RSRC1,-0.037465233,-0.054313403,-0.01684817
RNF220,-0.13472207,-0.15140116,-0.016679093
PDXDC1,0.046261877,0.02982679,-0.016435087
RPS3,0.001738982,-0.014688005,-0.016426986
DAGLB,0.064685315,0.04829048,-0.016394835
KRI1,-0.10307786,-0.11934578,-0.016267918
SH3PXD2B,-0.060656793,-0.07685204,-0.016195245
GLRX5,0.040227257,0.024340017,-0.01588724
SRGAP2,0.020403063,0.004647682,-0.015755381
ARMC10,0.048812717,0.033080105,-0.015732612
HMGN1,-0.029807037,-0.045473937,-0.0156669
CCT7,-0.0705374,-0.08605642,-0.015519016
NDUFB10,-0.015603461,-0.031083917,-0.015480456
ZZZ3,-0.018546328,-0.03399785,-0.015451521
PRMT3,0.11081597,0.095529884,-0.015286088
TANK,0.04534533,0.030154793,-0.015190536
SNAP25,-0.032713417,-0.04786096,-0.015147544
MRPL39,0.04946109,0.034415852,-0.015045237
KLHDC4,0.025603058,0.010608626,-0.014994432
AGAP3,-0.03283148,-0.047619004,-0.014787525
RTRAF,-0.06017529,-0.07494242,-0.014767129
SDHB,0.027741533,0.013058619,-0.014682914
JUP,0.07000275,0.05536164,-0.01464111
HSP90B1,0.009941853,-0.004660364,-0.014602216
KANK1,-0.09059294,-0.10516692,-0.014573976
TRPT1,0.019577116,0.005013275,-0.014563841
EIF5A,-0.0991424,-0.11368689,-0.014544487
CALB2,-0.06336371,-0.077884406,-0.014520697
GIT2,-0.09803483,-0.11240585,-0.014371023
PHB,0.038787894,0.02459833,-0.014189564
CBR1,0.007973436,-0.006138128,-0.014111565
RBIS,0.032492474,0.018506391,-0.013986083
CDKL5,-0.09273524,-0.106644414,-0.013909176
DARS2,0.06715855,0.053522434,-0.013636116
TONSL,-0.039191496,-0.052817862,-0.013626367
TAF5,-0.076539814,-0.0899576,-0.013417788
RAMAC,-0.04911199,-0.062460516,-0.013348527
RBSN,0.019614382,0.006358288,-0.013256094
HPCAL1,-0.031169342,-0.04435464,-0.013185298
HMGA2,0.05798986,0.044868294,-0.013121568
RAB10,0.087535664,0.074420266,-0.013115399
ERO1B,0.12784483,0.11481795,-0.013026878
WDPCP,0.14010338,0.12708646,-0.013016924
PMPCB,-0.11138401,-0.12435415,-0.012970135
SELENBP1,0.052756622,0.039857127,-0.012899496
SIRT2,0.07021996,0.05735111,-0.012868848
MGAT4B,0.042792346,0.029923573,-0.012868773
PSPH,-0.030541586,-0.043384,-0.012842415
C12orf45,-0.037900403,-0.05067964,-0.012779236
ESF1,0.002165112,-0.010486684,-0.012651796
ERCC5,-0.051319595,-0.06377789,-0.012458291
RUVBL2,-0.14617409,-0.15848126,-0.012307167
CUL4A,0.03981187,0.027513683,-0.012298185
CIAO1,-0.014729094,-0.026971295,-0.012242202
SCARF2,0.1296522,0.11746007,-0.01219213
VPS41,-0.12509438,-0.13724528,-0.012150899
CCT2,-0.06350269,-0.075576395,-0.012073703
TXN,0.011220017,-0.000767854,-0.011987871
NLRX1,0.02645152,0.014527897,-0.011923623
WDR13,0.14362778,0.13172424,-0.011903539
RRM2B,0.07083801,0.0589513,-0.011886712
DCC,-0.13601911,-0.14779426,-0.011775151
RACK1,0.006350877,-0.005404119,-0.011754995
KRT73,0.18941057,0.17782576,-0.011584803
CDKN2AIPNL,0.094578825,0.08321186,-0.011366963
TMEM132A,-0.003938685,-0.015125845,-0.01118716
CDH13,0.029078495,0.017893959,-0.011184536
DDX28,0.012205794,0.001101694,-0.011104099
AHSA1,-0.090677656,-0.10163071,-0.010953054
JADE2,-0.05710737,-0.06798026,-0.010872889
MZT1,0.06325862,0.052430756,-0.010827862
BSPRY,0.01571835,0.005058963,-0.010659387
AGK,-0.10659042,-0.11724641,-0.010655992
ELF1,-0.011674058,-0.022287581,-0.010613523
EIF2B2,-0.06252916,-0.07304545,-0.010516286
FANCD2,-0.14330137,-0.15381698,-0.010515615
CSTF3,-0.02485429,-0.035307415,-0.010453125
PARG,-0.087852344,-0.09811912,-0.010266773
COL6A2,0.025965437,0.015757717,-0.01020772
PRR14,-0.033697166,-0.04383255,-0.010135386
GHRH,-0.08526363,-0.095382914,-0.010119282
UBAP2L,-0.008267608,-0.018386269,-0.010118661
PSMG1,-0.10690628,-0.116980314,-0.010074034
FANCI,0.006826913,-0.003217099,-0.010044012
CPNE8,-0.17107832,-0.18109559,-0.010017261
CXADR,0.041925576,0.031952076,-0.0099735
TIMM9,-0.021150498,-0.0310068,-0.009856302
GIGYF2,0.06424092,0.054537404,-0.009703513
GPR35,0.011429793,0.001740991,-0.009688803
CCT4,-0.060758155,-0.070399255,-0.0096411
SCO1,0.037976537,0.028384155,-0.009592382
SURF4,0.006440061,-0.003131558,-0.009571618
ATL3,0.14281656,0.1334176,-0.009398952
DDT,0.021961836,0.01272179,-0.009240046
MYO3B,0.019334236,0.010222952,-0.009111284
AGPS,0.074073315,0.06504613,-0.009027183
DCXR,0.03721721,0.028489372,-0.008727839
RPL29,0.07835422,0.06967206,-0.008682154
SUOX,-0.076097,-0.08475106,-0.008654065
NSMCE4A,-0.13748808,-0.146113,-0.008624911
ARIH2,-0.042314075,-0.0507546,-0.008440524
RAB2B,-0.07455863,-0.08291442,-0.008355789
RPP14,0.052943796,0.044688124,-0.008255672
CDC34,0.025861276,0.017613593,-0.008247683
RBBP4,-0.16505219,-0.17324305,-0.008190855
ANKS6,-0.055174027,-0.06332521,-0.008151185
ZFYVE1,-0.00337463,-0.011330898,-0.007956268
DCD,0.07160092,0.06369036,-0.007910565
PTP4A2,0.003292341,-0.004532907,-0.007825248
NDUFS6,0.0768305,0.069098294,-0.007732205
SPTY2D1,0.14849369,0.14095707,-0.00753662
IKBKG,0.016223233,0.008739476,-0.007483757
TM9SF3,0.14448003,0.13705552,-0.007424519
TPM1,0.094769634,0.08750483,-0.007264808
FAM107B,-0.055798233,-0.063036345,-0.007238112
SCML2,-0.11899489,-0.12622325,-0.00722836
CRAT,0.047211897,0.040186286,-0.007025611
TALDO1,0.059316944,0.052306075,-0.00701087
ENPP4,-0.02124998,-0.02818623,-0.00693625
RPL14,0.004918048,-0.001978943,-0.006896991
P3H3,0.044075947,0.037259217,-0.00681673
MRPL24,0.070566155,0.06376759,-0.006798565
TBCE,0.021639079,0.015253807,-0.006385272
NFIB,-0.11373795,-0.12010418,-0.006366231
RB1,-0.1409005,-0.14713123,-0.006230742
MPDZ,0.038286082,0.032135855,-0.006150227
IMP4,-0.060817618,-0.06694513,-0.00612751
SHOC2,-0.005164961,-0.011272417,-0.006107456
NOP14,-0.053948585,-0.059749756,-0.005801171
NT5C2,0.00058176,-0.005212895,-0.005794655
NTPCR,-0.010447713,-0.016234143,-0.00578643
ELMO2,-0.022062501,-0.027805466,-0.005742965
PISD,-0.006564489,-0.012111899,-0.00554741
IFT74,-0.007958128,-0.013465206,-0.005507078
ARNT,0.071738355,0.06624531,-0.005493045
CTSS,-0.008001938,-0.013442754,-0.005440816
HACL1,0.02134484,0.016017428,-0.005327413
CLIP1,0.18002558,0.17470513,-0.005320445
JAGN1,-0.043281075,-0.048437845,-0.00515677
SORBS1,0.001892075,-0.003225869,-0.005117944
AAR2,-0.021551646,-0.026608344,-0.005056698
DHX34,-0.051141836,-0.056189936,-0.0050481
S100A14,0.03266794,0.0276614,-0.005006539
INIP,0.004665435,-0.000270268,-0.004935703
GCG,0.031153144,0.026307194,-0.004845951
FAM83D,0.10728803,0.10247391,-0.004814126
RPL27A,0.035391457,0.03072797,-0.004663488
GGCT,-0.08023306,-0.08485624,-0.004623182
CSDE1,-0.009941166,-0.014408001,-0.004466835
MCM6,-0.08785984,-0.092248276,-0.004388437
CCDC22,0.05531149,0.05096224,-0.00434925
CAPG,0.006896177,0.00262941,-0.004266767
PPP1R9B,0.11446458,0.110251024,-0.004213557
SERPINB5,-0.013496653,-0.017704943,-0.00420829
METTL16,-0.07656377,-0.08070625,-0.004142486
WASHC2A,-0.025609381,-0.029729461,-0.00412008
WNK1,0.043186355,0.039112378,-0.004073978
SDC1,0.05418219,0.05017889,-0.004003301
MMP27,-0.053585224,-0.05755683,-0.003971607
YIPF5,0.11795349,0.114007875,-0.003945611
CD151,0.17708354,0.17316405,-0.003919482
CBL,0.03363602,0.029809091,-0.003826927
GSDMD,-0.004863718,-0.008680548,-0.00381683
PDLIM7,0.084375806,0.080567256,-0.003808551
NIP7,0.026762363,0.02296828,-0.003794083
DGKZ,0.008514293,0.004912149,-0.003602143
MKKS,0.07914449,0.07560717,-0.00353732
ASCL3,0.11335907,0.109874174,-0.003484897
RBM33,-0.1282832,-0.13176265,-0.003479451
CPNE1,-0.007624119,-0.011093529,-0.00346941
SSNA1,-0.017099008,-0.020522742,-0.003423734
ZNF280C,-0.104386196,-0.10774632,-0.003360122
SCAMP4,0.09966644,0.096401654,-0.003264785
GGACT,-0.089816205,-0.09300314,-0.003186934
RPL6,0.048484378,0.0453408,-0.003143579
KIF18A,-0.04128811,-0.044403207,-0.003115095
GRHL2,-0.022673188,-0.02573681,-0.003063623
TAX1BP1,0.11197755,0.1089995,-0.002978049
DNAJC15,-0.024138099,-0.0270954,-0.002957301
PDCD2,0.06620384,0.0633102,-0.002893642
GLTP,-0.019506032,-0.022322616,-0.002816584
EIF4A1,-0.014836803,-0.017637465,-0.002800662
CSNK2B,-0.11921387,-0.12196895,-0.002755076
MED14,-0.019258292,-0.021896277,-0.002637984
DBH,-0.0407315,-0.043299254,-0.002567753
NCL,-0.029471999,-0.032015663,-0.002543664
PTRH1,0.08583378,0.083299614,-0.002534166
TIMM22,0.011059791,0.008700342,-0.002359449
HAUS8,0.054456968,0.052172117,-0.002284851
AFG3L2,-0.029000374,-0.031282354,-0.002281981
RAB11FIP1,0.05006554,0.047868323,-0.002197217
PLAA,-0.088419154,-0.0905103,-0.002091147
MFSD6,0.08876385,0.08692998,-0.001833871
PDCD10,-0.017043551,-0.018825768,-0.001782216
BLVRA,0.017543964,0.015970355,-0.001573609
ABI1,0.088151924,0.08689403,-0.001257896
TMEM59,0.081841774,0.080689095,-0.001152679
EBNA1BP2,0.010716711,0.009724119,-0.000992592
NUP98,-0.04606974,-0.046854604,-0.000784863
SERPINB2,-0.05750287,-0.058021765,-0.000518896
UBAC2,0.08741548,0.086938865,-0.000476614
NSMCE2,0.017487958,0.017057402,-0.000430556
ATP6V1D,-0.037853908,-0.038245358,-0.00039145
MICALL2,0.059725065,0.059356023,-0.000369042
BAG1,-0.13534579,-0.13554507,-0.000199288
IDH1,0.08620762,0.08606141,-0.00014621
DMD,0.02848165,0.028436458,-4.52E-05
LCP1,-0.08147139,-0.081432,3.939122e-05
SREK1,-0.022550248,-0.022479404,7.0843846e-05
OSBP2,-0.024407659,-0.024234258,0.000173401
CA12,-0.008463239,-0.008174405,0.000288834
FLII,0.11829376,0.118634254,0.000340492
MTHFD1,-0.06492957,-0.06440276,0.000526808
IMPDH2,-0.0800622,-0.07945078,0.000611424
VDAC3,-0.016609149,-0.015793553,0.000815596
PDSS2,0.028348073,0.029211693,0.000863619
SH3KBP1,0.12603033,0.12689893,0.000868604
LYPLA2,-0.037182197,-0.036305424,0.000876773
EHBP1,0.059032824,0.059914414,0.00088159
RABGGTB,0.04323306,0.044207357,0.000974298
UBR4,0.01788637,0.018865807,0.000979437
EPHX1,0.121264264,0.12233449,0.001070224
MAPRE3,0.024487408,0.02566695,0.001179542
NEMP1,-0.01773363,-0.01642946,0.00130417
CLNS1A,-0.092533626,-0.09117864,0.001354985
MCM2,-0.08913236,-0.08761966,0.001512699
BST2,0.031542297,0.033128034,0.001585737
STMN1,-0.065365195,-0.06371692,0.001648277
PRDM15,0.09390432,0.0955925,0.001688182
NGDN,-0.05297306,-0.05105655,0.001916513
FAM234B,0.04711451,0.049328133,0.002213623
PAK1,0.000212401,0.002497758,0.002285357
CLPX,-0.04618965,-0.043725234,0.002464417
SPRY4,0.088371456,0.090866834,0.002495378
MSL3P1,0.12939084,0.13200828,0.002617449
LRRC8A,0.021103814,0.023791213,0.002687398
RPL4,0.012823136,0.015621743,0.002798608
KIFC3,0.030703409,0.033560358,0.002856949
NAP1L1,-0.014559429,-0.01166318,0.002896249
CDH17,-0.007469188,-0.004531177,0.002938011
DCAF13,0.017951148,0.021037312,0.003086165
TMF1,0.09763913,0.10078527,0.003146142
SPTLC1,0.09796151,0.101166345,0.003204837
DPP9,0.0951467,0.09844332,0.003296621
NOL10,0.028226495,0.031553097,0.003326602
CIAO2A,-0.057828583,-0.054439716,0.003388867
UQCC2,0.033219494,0.03661931,0.003399815
INTS11,-0.05610084,-0.05267164,0.003429201
RPS11,0.015935661,0.019387856,0.003452195
RRP8,-0.0900332,-0.08652947,0.003503732
PTGES3,-0.0967259,-0.093184486,0.003541417
COL19A1,0.08873145,0.092357635,0.003626183
DPH5,0.02740871,0.031103328,0.003694618
BEX4,0.004865525,0.008581249,0.003715724
HSD17B4,0.06010358,0.06389398,0.003790401
PAAF1,0.008973043,0.012916413,0.00394337
IPO7,0.021749344,0.025709363,0.003960019
C1orf122,0.015033274,0.019073265,0.004039991
ITM2C,-0.1033044,-0.09925124,0.004053161
IRS4,-0.035300262,-0.031218583,0.00408168
PEX11B,0.10039171,0.10453799,0.004146285
PARVB,0.03021023,0.034496043,0.004285812
PRPF40A,-0.12297863,-0.11865153,0.004327096
SMAD3,0.047527347,0.051941216,0.004413869
CRLF2,-0.0441,-0.03943682,0.004663181
C15orf40,0.001580958,0.006403318,0.00482236
TARS2,-0.0970057,-0.09215437,0.004851334
AGPAT1,0.000500612,0.005425804,0.004925192
CRABP2,-0.07165795,-0.066681065,0.004976884
VCP,0.08836996,0.09336435,0.004994392
GCDH,-0.13855073,-0.13349381,0.005056918
MVB12A,-0.017587937,-0.012490651,0.005097287
MAPKAPK5,0.001001094,0.006141972,0.005140877
CASP6,-0.028774502,-0.023582408,0.005192094
UBQLN2,-0.021357294,-0.016001537,0.005355757
PYCR3,-0.07166023,-0.066231385,0.005428843
TRMT6,0.06914072,0.07459359,0.005452871
HSPA2,-0.09738385,-0.09192894,0.005454913
ERCC1,0.008980582,0.01463539,0.005654808
UBE4A,-0.006572609,-0.000880799,0.005691811
NDUFB5,-0.08163816,-0.07588937,0.005748786
RPL26,0.068349004,0.07420223,0.005853228
PRMT5,0.009018824,0.01488664,0.005867816
ATP1B3,-0.072540365,-0.066566475,0.00597389
RSAD1,-0.12835145,-0.12237227,0.00597918
RPS7,0.040728856,0.046723958,0.005995102
ARHGDIA,-0.000579913,0.005560203,0.006140115
KIFBP,0.09778028,0.10394679,0.00616651
CRIP2,-0.003455936,0.002744642,0.006200578
PIGK,0.089446105,0.09575916,0.006313056
ATP6V0D1,0.044361416,0.050875667,0.006514251
NRAS,-0.053584002,-0.047053844,0.006530158
SRBD1,0.025949039,0.032614306,0.006665267
CCDC167,0.006879579,0.0136917,0.006812121
GRB7,0.22519577,0.23202653,0.006830767
CATSPER3,-0.039991945,-0.033122703,0.006869242
C1orf109,-0.057158083,-0.050076693,0.007081389
CCDC25,-0.011942721,-0.004562256,0.007380465
FSD1,-0.06605118,-0.058380447,0.00767073
FTSJ3,-0.016925488,-0.009130166,0.007795322
NFATC2IP,0.02524351,0.033079818,0.007836308
AEBP2,-0.027336938,-0.019177178,0.00815976
RSL1D1,0.045391444,0.053560223,0.008168779
COPB2,-0.003371702,0.004824386,0.008196088
SNRPF,-0.04523748,-0.036870625,0.008366857
MARCHF5,0.06187875,0.07025602,0.008377269
PCDH1,0.06221423,0.070637114,0.008422885
PDCD6,-0.017479341,-0.00871629,0.008763052
TOP2A,-0.10906993,-0.10026548,0.008804448
CCT6A,-0.06491378,-0.056094438,0.008819342
DDAH1,-0.021330185,-0.012390108,0.008940077
GAPVD1,0.006668105,0.015860695,0.00919259
APPL2,0.05756326,0.06686769,0.009304427
POLR3B,-0.07616014,-0.06684429,0.009315848
RIOK1,-0.0448716,-0.03554017,0.009331428
JPT1,0.00016724,0.009622671,0.009455431
ALG5,0.03343218,0.042985953,0.009553775
NME4,0.05073368,0.060290303,0.009556621
MZT2A,0.004303145,0.01389489,0.009591745
CPNE2,-0.05912579,-0.049529996,0.009595793
GATD1,-0.047821056,-0.038180802,0.009640254
SF3B4,-0.017253878,-0.00744222,0.009811658
SMYD5,0.064218484,0.07407868,0.009860195
PAG1,-0.072722405,-0.06270605,0.010016352
CD320,-0.04667517,-0.036576983,0.010098189
C17orf80,0.011346929,0.021470053,0.010123124
NSUN5,-0.007167387,0.003039022,0.010206409
ROCK2,0.135255,0.1455093,0.010254309
TSSC4,0.10500891,0.115464,0.010455094
ANKRD44,-0.059594095,-0.049102396,0.010491699
PAPOLA,-0.040364932,-0.029825848,0.010539085
NR1I3,0.026297964,0.036971323,0.010673359
PSMB5,0.07205195,0.082751855,0.010699905
RBP1,-0.09928857,-0.088567145,0.010721423
ATG16L1,-0.061887518,-0.051039234,0.010848284
TOMM34,-0.014815172,-0.003918483,0.01089669
BZW1,0.08445507,0.09535517,0.010900095
ABHD10,0.03682965,0.047940936,0.011111286
ZNF787,0.017708328,0.028826522,0.011118194
P4HTM,-0.00395546,0.007251241,0.011206701
DNAJA1,-0.08814388,-0.076839946,0.011303932
ATF2,-0.070542485,-0.059235465,0.01130702
CHD7,-0.06782908,-0.056435857,0.011393223
SLC25A19,-0.112169415,-0.10058037,0.011589043
HTRA2,0.04122013,0.052932937,0.011712808
TMCO1,0.08324376,0.09495725,0.01171349
TESC,-0.015447081,-0.00372345,0.011723631
TMEM131,0.11170199,0.123497285,0.011795297
RPL30,0.032725543,0.044527043,0.0118015
TRIM65,-0.014621127,-0.002703864,0.011917263
ME3,0.07000909,0.08194234,0.011933252
KDM4B,-0.16292246,-0.15079024,0.012132213
PPP3CC,-0.023709942,-0.011532783,0.012177159
RBM47,0.123709716,0.13588955,0.012179829
ZCCHC8,0.05199158,0.06423149,0.012239914
NUMBL,0.1286534,0.14113714,0.012483731
MCM7,-0.09176628,-0.07921541,0.012550876
GTPBP8,-0.003413194,0.009148321,0.012561515
ATP13A3,0.06559003,0.0781631,0.012573071
LAMTOR4,-0.043898895,-0.031212367,0.012686528
CTSD,0.15213348,0.16502476,0.012891278
IER3IP1,0.02013007,0.033057053,0.012926983
PI4K2A,0.05096091,0.063912004,0.012951095
HLA-DRB1,-0.056301266,-0.04328545,0.013015814
EPS8,0.14951271,0.16262482,0.013112113
DAG1,0.049810115,0.063112624,0.013302509
ECHDC3,0.061089866,0.074566774,0.013476908
WAS,-0.10411164,-0.090588056,0.013523586
PACC1,-0.028966855,-0.015342526,0.013624329
DHRS2,0.032574117,0.046207394,0.013633277
SEPTIN9,-0.001040585,0.012610779,0.013651364
TIMP2,0.075894184,0.08993092,0.014036737
VPS25,0.028066853,0.04246633,0.014399478
RPL5,0.03494736,0.04963566,0.014688298
GRWD1,-0.16881783,-0.153986,0.014831826
YRDC,-0.015816454,-0.000698748,0.015117706
TFDP1,0.003103465,0.018332012,0.015228547
ACADVL,0.12424078,0.13965549,0.015414707
BICD2,0.058749445,0.07416837,0.015418924
RNF114,0.04846438,0.063892655,0.015428275
IMPDH1,-0.15249126,-0.13706006,0.015431196
MRPS33,0.006403199,0.021876061,0.015472863
CEACAM1,0.03936108,0.05500931,0.01564823
MAPK15,-0.01728808,-0.001478924,0.015809156
TOP1,-0.09010888,-0.074227974,0.015880905
COLGALT1,0.042873573,0.058811214,0.015937641
VCL,0.17101237,0.1869706,0.015958235
LRPPRC,-0.04762189,-0.031570587,0.016051304
DENR,0.007315392,0.023387667,0.016072275
MRM3,-0.03249999,-0.016402746,0.016097246
RRP12,-0.04640564,-0.030196019,0.016209621
OSTC,0.15313001,0.16938925,0.016259238
GOLM1,0.06273178,0.07903154,0.016299762
UQCRC1,0.012513456,0.028854607,0.01634115
AKAP2,-0.007412049,0.009198626,0.016610675
SUZ12,-0.13685846,-0.12020042,0.016658045
POLR1F,-0.1245279,-0.10761784,0.016910061
MMP14,0.034548175,0.05148421,0.016936034
COG4,0.02821886,0.04520187,0.016983012
IMPACT,0.05754478,0.07456832,0.017023537
FAM8A1,0.1002433,0.11747915,0.017235853
ANXA7,-0.026609574,-0.00931084,0.017298734
GEMIN6,-0.045589596,-0.02824079,0.017348805
SERBP1,-0.032742336,-0.015391241,0.017351095
SUMO2,-0.054474145,-0.037120283,0.017353863
GNL1,-0.0833744,-0.066012494,0.01736191
USP36,-0.08005945,-0.06266535,0.017394096
LGALS8,0.007728324,0.02521143,0.017483106
LSM6,-0.17650793,-0.15893422,0.017573714
ABHD11,0.075800404,0.09338023,0.017579824
DPAGT1,0.1225367,0.14016797,0.01763127
STOML2,-0.004570537,0.013123801,0.01769434
CDH6,0.011171967,0.028928282,0.017756315
TARBP2,0.09871089,0.116600655,0.017889768
PI4KB,0.08500404,0.10303513,0.01803109
CTPS1,0.000635592,0.018673785,0.018038193
PPP1R12C,0.0538258,0.07193602,0.01811022
GOT1,-0.013292276,0.004894314,0.018186592
UBA6,-0.03062655,-0.01242441,0.01820214
DTYMK,0.08431961,0.1025237,0.018204093
PLBD2,0.07414936,0.09237891,0.018229544
KIR2DS3,0.006190676,0.024478378,0.018287702
SURF6,0.053406075,0.07173633,0.018330254
TYW1,-0.014677494,0.003735344,0.018412838
CFL2,0.15119022,0.16965221,0.018461987
SULT1A1,0.080584444,0.0990855,0.018501058
FGFRL1,0.037587535,0.056102987,0.018515453
UBE2K,-0.05964875,-0.040983904,0.018664844
BSDC1,-0.02884604,-0.010143609,0.018702433
TUBA8,-0.051976442,-0.03312387,0.018852573
A2M,-0.14894833,-0.13004792,0.01890041
GNAI2,-0.005259065,0.013703155,0.01896222
SLC39A6,0.002433483,0.021491844,0.019058362
