Term,es,nes,pval,fdr,geneset_size,matched_size,genes
HALLMARK_GLYCOLYSIS,0.2825176922646835,1.0333607171588908,0.35714285714285715,0.6534179882128519,200,169,"IGFBP3,NDST3,PPFIA4,DCN,SDC3,SRD5A3,HS6ST2,G6PD,PAM,KDELR3,ARPP19,IL13RA1,SDHC,B3GAT1,GNE,SLC35A3,MERTK,PRPS1,AKR1A1,GNPDA1,ME1,GFPT1,VLDLR,CACNA1H,PKP2,NSDHL,PGM2,AGL,EXT1,GLRX,AK3,IRS2,GCLC,VCAN,GOT1,TPST1,IDH1,ME2,B4GALT4,AURKA,CHST12,B4GALT1,PYGL,PHKA2,GALK2,FUT8,CHPF2,MET,HS2ST1,PAXIP1,COG2,TPBG,SDC1,GFUS,STC2,NT5E,EXT2,DEPDC1,LDHA,PGLS,BPNT1,ALDH9A1,PC,GALK1,PPP2CB,ALDH7A1,PMM2,TXN,XYLT2,STC1,ZNF292,ABCB6,GAL3ST1,P4HA2,MDH2,PLOD2,GYS1,ADORA2B,IDUA,MXI1,CHPF,GLCE,MPI,SLC16A3,COPB2,MED24,HMMR,MDH1,GPC3,CYB5A,PLOD1,ERO1A,POLR3K,HK2,CDK1,GMPPA,EFNA3,PDK3,ALG1,PYGB,PKM,ENO2,DSC2,SLC25A10,GUSB,HSPA5,SOD1,SLC25A13,PFKP,EGFR,B3GAT3,GALE,RPE,TALDO1,NOL3,RBCK1,CHST6,TGFBI,QSOX1,GOT2,ECD,MIF,CD44,CASP6,UGP2,PPIA,HAX1,KIF2A,HDLBP,B3GALT6,CTH,KIF20A,DLD,PSMC4,CHST1,PGK1,COL5A1,ANGPTL4,PGAM1,ENO1,GMPPB,NDUFV3,NANP,CAPN5,ALDOA,CLN6,RARS1,NASP,SDC2,AGRN,ISG20,CITED2,SAP30,SLC37A4,GPC1,ANKZF1,P4HA1,STMN1,SOX9,FKBP4,HOMER1,B4GALT2,LHPP,GPC4,TPI1,AK4,B4GALT7,FAM162A,DPYSL4"
HALLMARK_HYPOXIA,0.27207778086754697,1.0331978373470927,0.3442622950819672,0.6259889159710781,200,154,"PYGM,IGFBP3,PPFIA4,DCN,SDC3,DUSP1,PIM1,CDKN1C,PLAUR,BNIP3L,F3,PAM,KDELR3,CDKN1A,BHLHE40,CA12,ATP7A,SLC2A3,CAV1,CAVIN1,VLDLR,GRHPR,SLC6A6,CCN1,S100A4,NFIL3,LOX,IDS,GBE1,SERPINE1,PGM2,EXT1,GLRX,NDST1,IRS2,TNFAIP3,GAA,TGFB3,TGM2,HOXB9,NR3C1,KLF6,CHST3,XPNPEP1,TMEM45A,SLC25A1,PLIN2,NDRG1,ERRFI1,PDK1,PFKL,TPST2,TPBG,STC2,NAGK,LDHA,LXN,NEDD4L,PRKCA,DTNA,GALK1,CDKN1B,STBD1,STC1,ZNF292,P4HA2,PRDX5,HEXA,ETS1,HK1,GYS1,NDST2,SDC4,RBPJ,ADORA2B,ANXA2,MXI1,CAVIN3,AMPD3,ENO3,MAP3K1,HMOX1,SLC2A1,ALDOC,GPC3,ERO1A,HK2,EFNA3,PDK3,GAPDH,PNRC1,ENO2,HSPA5,GCNT2,VHL,PFKP,EGFR,ILVBL,ATF3,TGFBI,MIF,MYH9,JMJD6,CASP6,UGP2,FOXO3,JUN,BTG1,PFKFB3,HDLBP,B3GALT6,MAFF,CCN2,SRPX,PGK1,COL5A1,SELENBP1,ANGPTL4,ENO1,NOCT,KDM3A,ADM,LARGE1,FOSL2,ALDOA,PGM1,SDC2,ZFP36,GPI,SCARB1,ISG20,PKP1,CITED2,SAP30,SLC37A4,GPC1,ANKZF1,TES,KIF5A,P4HA1,AKAP12,MT2A,GPC4,TPI1,AK4,BCL2,MT1E,CSRP2,TPD52,FAM162A,SIAH2,DPYSL4,BGN,PKLR"
HALLMARK_HEDGEHOG_SIGNALING,0.3717609286003482,1.0237117426914155,0.38095238095238093,0.6271531475101786,36,28,"UNC5C,PLG,CNTFR,NRCAM,L1CAM,OPHN1,VLDLR,CELSR1,THY1,ETS2,RTN1,NF1,DPYSL2,NRP1,RASA1,CDK6,ADGRG1,MYH9,TLE3,NKX6-1,AMOT,LDB1,TLE1,NRP2,CRMP1,PML,HEY1,GLI1"
HALLMARK_APICAL_JUNCTION,0.26722033194186573,1.0175949476860393,0.39436619718309857,0.6210084559974945,200,152,"SGCE,CLDN6,SDC3,WNK4,CLDN4,CLDN8,ARHGEF6,ADAM23,ACTN2,CNTN1,RRAS,CD274,LAMB3,ITGA9,ITGA3,CALB2,NRAP,AKT3,MAPK11,SYK,MAP3K20,SIRPA,FBN1,ATP1A3,TSPAN4,SPEG,CRAT,PIK3R3,TRO,TAOK2,LAMC2,VCAN,LDLRAP1,RHOF,THY1,CDH11,TRAF1,MVD,RSU1,B4GALT1,MDK,LAMA3,ADAM9,SRC,NECTIN2,CLDN11,THBS3,PTK2,PIK3CB,NFASC,EXOC4,PARD6G,CTNND1,JUP,TSC1,VASP,ACTN1,NF1,VWF,TJP1,NEGR1,LIMA1,CDH6,EPB41L2,NF2,PARVA,VAV2,BMP1,ACTN4,GNAI2,FSCN1,EVL,CADM3,NEXN,CTNNA1,VCL,AKT2,ITGA2,MAPK14,SHC1,PFN1,TNFRSF11B,PTEN,ACTB,ACTA1,SORBS3,RASA1,WASL,PALS1,CAP1,IRS1,CERCAM,MSN,ITGB1,INPPL1,DSC1,GNAI1,ARPC2,NECTIN3,ICAM4,MAP4K2,MMP2,CD99,NRXN2,STX4,PLCG1,MPZL1,IKBKG,AMIGO1,LAYN,YWHAH,EGFR,SYMPK,TGFBI,MYH9,HRAS,ICAM1,DSC3,TIAL1,CDH4,TUBG1,FLNC,NLGN2,DLG1,ZYX,PBX2,GAMT,CNN2,DHX16,HADH,SLIT2,MYL12B,SKAP2,CDK8,MYL9,CD276,ADAM15,MMP9,BAIAP2,GTF2F1,NECTIN1,SHROOM2,VCAM1,JAM3,RAC2,AMIGO2,ITGB4,COL16A1,CDH8,ACTC1,MYH10,CD34"
HALLMARK_KRAS_SIGNALING_UP,0.2895332897561079,1.0143523811652368,0.42857142857142855,0.6044954106338384,200,120,"IGFBP3,CIDEA,ITGB2,GUCY1A1,LCP1,LY96,HKDC1,ALDH1A3,PCSK1N,MAFB,PLAUR,PDCD1LG2,GPNMB,GNG11,SNAP25,GALNT3,CFH,KLF4,PLAT,HDAC9,MTMR10,F13A1,IL7R,ADGRL4,ANKH,SPP1,FBXO4,CBR4,DNMBP,LAT2,KCNN4,GPRC5B,DOCK2,ETV4,RABGAP1L,CROT,GLRX,ID2,CPE,TNFAIP3,TFPI,HOXD11,PSMB8,BTBD3,MAP7,TRAF1,HBEGF,USP12,PRKG2,TOR1AIP2,EVI5,STRN,CCSER2,AVL9,BPGM,JUP,CCND2,PTCD2,GYPC,ADAM17,ZNF277,ALDH1A2,SEMA3B,AMMECR1,AKT2,CBL,ITGA2,ETS1,NRP1,EPB41L3,MAP3K1,FUCA1,CAB39L,KIF5C,ERO1A,ARG1,ENG,NIN,CA2,CBX8,ADGRA2,VWA5A,YRDC,INHBA,SDCCAG8,FLT4,WDR33,RBM4,SATB1,IRF8,PRRX1,ANGPTL4,EPHB2,PTBP2,ZNF639,PRELID3B,SCN1B,ST6GAL1,ABCB1,GFPT2,PLEK2,DCBLD2,RELN,MMP9,SOX9,SPRY2,AKAP12,PLAU,SPON1,ITGBL1,IL1B,ANO1,TSPAN13,PTGS2,EREG,SERPINA3,TSPAN7,F2RL1,CTSS,PTPRR"
HALLMARK_ADIPOGENESIS,0.272690769,0.9986541547121678,0.42424242424242425,0.618436162,200,172,"ANGPT1,CIDEA,SLC27A1,ELOVL6,DRAM2,SQOR,MGST3,SDHC,ABCA1,HSPB8,ACO2,PPP1R15B,IFNGR1,STOM,MGLL,EPHX2,DNAJB9,SNCG,CAVIN1,ME1,ACADS,DHRS7,CRAT,GPD2,GBE1,SORBS1,MTCH2,CAVIN2,LIPE,PHYH,SAMM50,APOE,CHUK,CMBL,ESRRA,APLP2,IDH1,SLC25A1,COL4A1,RAB34,PLIN2,DECR1,RIOK3,GHITM,FZD4,CDKN2C,LPCAT3,C3,PEX14,UQCR10,SCP2,RNF11,PFKL,PPM1B,BCL2L13,SUCLG1,ADCY6,COQ5,RMDN3,ACOX1,CAT,DBT,CD151,ITSN1,REEP5,AGPAT3,ETFB,GPX4,MCCC1,SOWAHC,UQCR11,JAGN1,SLC1A5,PEMT,DGAT1,ECHS1,BCL6,ACADL,CPT2,QDPR,MDH2,RTN3,MYLK,FAH,MIGA2,ENPP2,ECH1,GPAT4,SDHB,HIBCH,COQ9,TANK,PREB,UCK1,PRDX3,ACADM,BCKDHA,PHLDB1,ARAF,IMMT,MTARC2,MRPL15,ELMOD3,DLAT,LIFR,MAP4K3,DHRS7B,PTCD3,NMT1,YWHAG,ITIH5,SLC5A6,ATL2,SLC25A10,ACAA2,COX7B,GRPEL1,ACLY,SOD1,BAZ2A,TALDO1,TKT,UQCRC1,DDT,GPAM,TST,COX8A,SULT1A1,ATP5PO,LAMA4,NDUFA5,NDUFS3,CS,AIFM1,CMPK1,PFKFB3,COQ3,IDH3G,RETSAT,IDH3A,ALDH2,CYC1,DLD,NKIRAS1,G3BP2,ANGPTL4,CHCHD10,UBQLN1,DNAJC15,UQCRQ,GPHN,POR,DHCR7,SLC19A1,ALDOA,HADH,RREB1,PGM1,ESYT1,ADIPOR2,SCARB1,ABCB8,REEP6,COX6A1,NDUFB7,AK2,NABP1,ATP1B3,PDCD4,ITGA7,NDUFAB1,CD302"
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.325905554,0.9713315653826716,0.5081967213114754,0.6652051362355152,49,44,"NQO1,FTL,G6PD,CDKN2D,FES,TXNRD1,SOD2,GCLM,GLRX,GCLC,PRDX4,NDUFA6,GSR,LSP1,SELENOS,CAT,GPX4,SCAF4,MSRA,TXN,STK25,PTPA,SRXN1,GLRX2,ATOX1,TXNRD2,ERCC2,LAMTOR5,NDUFB4,ABCC1,NDUFS2,SOD1,PFKP,OXSR1,PRNP,HMOX2,PDLIM1,MGST1,PRDX6,MBP,PRDX1,SBNO2,JUNB,PRDX2"
HALLMARK_ESTROGEN_RESPONSE_LATE,0.25886352611822305,0.9639447851434685,0.5441176470588235,0.658595851,200,141,"PTGES,PLAAT3,CLIC3,TFPI2,CYP4F11,DYNLT3,BLVRB,SLC7A5,ABCA3,CXCL12,DHRS2,MEST,LLGL2,IL17RB,ABHD2,AREG,KLF4,CA12,HSPB8,MOCS2,CAV1,UNC13B,PERP,SLC26A2,PAPSS2,PLXNB1,RAB31,UGDH,IGFBP4,SLC1A4,FARP1,ITPK1,ID2,STIL,LAMC2,CPE,FGFR3,IL6ST,IDH2,ALDH3B1,MDK,MYOF,ATP2B4,PRKAR2B,PLK4,ALDH3A2,TPBG,GFUS,CACNA2D2,JAK1,FLNB,DLG5,WFS1,ETFB,BTG3,CCND1,SEMA3B,PTPN6,ADD3,AMFR,ASS1,TOP2A,SLC29A1,FRK,XRCC3,NAB2,HOMER2,SLC22A5,MAPT,FDFT1,LSR,ELOVL5,CA2,GLA,SORD,ARL3,NXT1,NCOR2,GALE,TIAM1,DNAJC1,SLC2A8,HSPA4L,TST,GAL,TFAP2C,SGK1,CD44,RABEP1,METTL3,CD9,KCNK5,AFF1,JAK2,KIF20A,SLC16A1,PPIF,HPRT1,NRIP1,PRLR,RNASEH2A,RBBP8,BAG1,GINS2,LARGE1,DHCR7,PDLIM3,DCXR,ZFP36,SCARB1,ISG20,CELSR2,NHERF1,CDC20,MICB,PRSS23,LTF,FOXC1,SLC27A2,CDC6,PDZK1,SFN,FKBP4,NBL1,DNAJC12,IMPA2,PDCD4,CKB,FABP5,SERPINA1,PKP3,COX6C,FKBP5,TNNC1,BCL2,TSPAN13,SIAH2,CXCL14,TPD52L1,KRT19,SERPINA3"
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.2699196140645115,0.9414199915149147,0.5964912280701754,0.6641140397846094,105,87,"VAV3,ADCY2,PLCB1,CDKN1A,MAPK8,RIT1,DUSP3,PRKAA2,RALB,PLA2G12A,PIK3R3,PRKAG1,NFKBIB,ARF1,THEM4,MAPK9,STAT2,IRAK4,AP2M1,RPTOR,AKT1,PDK1,TBK1,MAP2K3,CDK2,PIKFYVE,CAB39,TRAF2,EIF4E,YWHAB,GSK3B,CDKN1B,ACACA,MAP3K7,MAPK1,SMAD2,CLTC,NCK1,ARHGDIA,PFN1,PTEN,RAF1,PTPN11,SLC2A1,TNFRSF1A,TSC2,CAB39L,CDK1,CFL1,SQSTM1,RPS6KA3,RAC1,MYD88,PRKAR2A,ACTR2,PAK4,ECSIT,CAMK4,PLCG1,ITPR2,RIPK1,PIN1,EGFR,TIAM1,PPP1CA,UBE2D3,HRAS,CSNK2B,CDK4,ARPC3,CALR,GRB2,HSP90B1,PITX2,ACTR3,GRK2,PPP2R1B,MAPKAP1,NOD1,MKNK1,RPS6KA1,MAP2K6,AKT1S1,ATF1,UBE2N,SFN,MKNK2"
HALLMARK_APICAL_SURFACE,0.32132993020016276,0.8917631165241027,0.603448276,0.7620967741935484,44,29,"IL2RB,ATP6V0A4,PLAUR,NTNG1,ADAM10,THY1,B4GALT1,ATP8B1,SULF2,APP,HSPB1,EPHB4,EFNA5,FLOT2,CRYBG1,GAS1,LYN,CROCC,SRPX,ADIPOR2,BRCA1,DCBLD2,SCUBE1,NCOA6,SHROOM2,SLC2A4,GSTM3,AKAP7,SLC34A3"
HALLMARK_HEME_METABOLISM,0.2027135594896391,0.7496141371363673,0.9264705882352942,0.9867038692594597,200,156,"SLC22A4,ATP6V0A1,BNIP3L,BLVRB,FECH,MBOAT2,MGST3,ANK1,ELL2,ENDOD1,XK,OSBP2,ARL2BP,ALDH6A1,TFDP2,SLC6A9,BLVRA,NEK7,LAMP2,HBD,GCLM,ADD2,SLC6A8,LRP10,LPIN2,AGPAT4,TRIM58,MPP1,PIGQ,SIDT2,ASNS,BTG2,HAGH,KAT2B,YPEL5,GCLC,PPP2R5B,UROS,XPO7,SLC30A1,NR3C1,PPOX,OPTN,NCOA4,SLC25A38,FBXO9,DCAF10,PICALM,RIOK3,SEC14L1,BTRC,TNS1,KHNYN,C3,SLC11A2,MOCOS,NUDT4,BCAM,TMEM9B,HTATIP2,MAP2K3,ALAD,RAD23A,CAT,BPGM,RANBP10,PGLS,CLCN3,GYPC,ALDH1L1,NFE2L1,PC,CTSB,CCND3,ADD1,SLC7A11,DCUN1D1,SDCBP,DCAF11,KLF3,ABCB6,TSPAN5,USP15,P4HA2,FBXO7,CDC27,GAPVD1,FOXJ2,UBAC1,MXI1,HTRA2,RBM38,ISCA1,HEBP1,ATG4A,SLC2A1,EPB42,SLC4A1,MINPP1,CPOX,MOSPD1,ICAM4,KDM7A,CA2,RNF123,IGSF3,EIF2AK1,MKRN1,CAST,PSMD9,MARK3,FBXO34,HMBS,DAAM1,FOXO3,NNT,TNRC6B,BACH1,UROD,BMP2K,ADIPOR1,ARHGEF12,GMPS,CIR1,HDGF,SELENBP1,VEZF1,CDR2,SYNJ1,CCDC28A,TCEA1,SLC66A2,GLRX5,TOP1,RBM5,RCL1,MFHAS1,NARF,SLC10A3,SLC25A37,GDE1,EPB41,TRAK2,BSG,TFRC,EZH1,H1-0,SPTA1,DMTN,PRDX2,SNCA,SPTB,RNF19A,ABCG2,CLIC2,ACSL6"
HALLMARK_UV_RESPONSE_UP,0.2022646238253922,0.7440666175493896,0.9594594594594594,0.9619940679058971,158,131,"MAOA,CDKN1C,HLA-F,CDO1,CCNE1,TYRO3,APOM,NPTX2,MGAT1,E2F5,GGH,PTPRD,NFKBIA,POLG2,CEBPG,HYAL2,TMBIM6,SOD2,SLC6A8,GLS,TAP1,ATP6V1C1,ASNS,BTG2,CTSV,HSPA13,HSPA2,CHRNA5,IL6ST,AP2S1,RAB27A,AGO2,MARK2,RASGRP1,STARD3,COL2A1,CDK2,FURIN,BID,CCND3,BTG3,STK25,DGAT1,NAT1,ALAS1,CYB5B,TGFBRAP1,PPAT,CYB5R1,EPHX1,ATP6V1F,TUBA4A,YKT6,PPT1,HMOX1,SPR,RHOB,EIF2S3,PLCL1,SQSTM1,RPN1,SIGMAR1,BCL2L11,CA2,ENO2,AMD1,POLR2H,GRPEL1,SELENOW,ACAA1,TARS1,CDKN2B,ATF3,CASP3,CLTB,MMP14,TST,GAL,SULT1A1,PPP1R2,CHKA,ARRB2,NKX2-5,DNAJB1,PSMC3,RXRB,NUP58,ICAM1,BTG1,LYN,UROD,EIF5,MRPL23,RFC4,NXF1,KLHDC3,CNP,SLC25A4,WIZ,PPIF,CDC34,FEN1,GCH1,RRAD,HNRNPU,PRKCD,BAK1,PARP2,NPTXR,PRKACA,ALDOA,PRPF3,PDLIM3,STIP1,ABCB1,CDC5L,H2AX,DNAJA1,PDAP1,DDX21,BSG,IGFBP2,FKBP4,IRF1,TFRC,JUNB,POLE3,NTRK3,CLCN2,CREG1,EPCAM"
HALLMARK_MTORC1_SIGNALING,0.1604504952908798,0.5963035567600623,1,0.9902912621359223,200,185,"ITGB2,ELOVL6,SLC7A5,G6PD,CDKN1A,EDEM1,BHLHE40,EBP,SLC2A3,FDXR,TXNRD1,IGFBP5,ME1,VLDLR,RIT1,SLC6A6,NFIL3,SQLE,GBE1,PIK3R3,SLC1A4,CCNF,GLRX,NFKBIB,ASNS,BTG2,BCAT1,GCLC,USO1,GOT1,TMEM97,EEF1E1,IDH1,AURKA,GSR,GTF2H1,HMGCS1,PDK1,PFKL,TBK1,MAP2K3,LGMN,LDHA,PNP,ATP2A2,GSK3B,ACACA,BUB1,SLC1A5,SLC7A11,ETF1,TOMM40,STC1,CYB5B,CCNG1,ADD3,QDPR,COPS5,PNO1,SC5D,PLOD2,PSMD12,STARD4,TUBA4A,RPA1,NUP205,LTA4H,YKT6,PITPNB,SDF2L1,CYP51A1,FADS1,SLC2A1,IMMT,PSMD13,NAMPT,PSMD14,ERO1A,TM7SF2,RRP9,HK2,PSMA3,ELOVL5,ABCF2,PSMB5,ATP6V1D,SQSTM1,NIBAN1,RPN1,HSPA9,GAPDH,NMT1,UFM1,GLA,SCD,SORD,ACTR2,EPRS1,GGA2,HSPA5,IDI1,ACLY,PSAT1,LDLR,PSMC2,RAB1A,CACYBP,PSMA4,SEC11A,HSPA4,HMGCR,POLR3G,DHCR24,UBE2D3,SERPINH1,PSME3,NFYC,PSMG1,FKBP2,HMBS,ATP5MC1,PPIA,CCT6A,CD9,CTSC,SYTL2,DDX39A,EIF2S2,MCM2,CANX,CALR,HSP90B1,ACSL3,CTH,ACTR3,TUBG1,PSMC6,IFRD1,GMPS,FADS2,HPRT1,PSMC4,PGK1,CDC25A,ENO1,UCHL5,SSR1,RRM2,PPA1,MCM4,RDH11,TCEA1,PSPH,UNG,HSPD1,MTHFD2,DHCR7,ALDOA,WARS1,DHFR,STIP1,PGM1,M6PR,PRDX1,PLK1,SKAP2,GPI,ADIPOR2,NUFIP1,CORO1A,NHERF1,SLC37A4,MLLT11,TES,P4HA1,SERP1,PDAP1,HSPE1,TFRC,ARPC5L,TPI1,SHMT2,AK4,IFI30,PHGDH"
HALLMARK_INFLAMMATORY_RESPONSE,0.4089777412294533,1.427943087,0.016393443,0.2875039148136549,200,104,"IL2RB,SLC31A2,CD14,HAS2,SLC4A4,FZD5,IL1R1,PLAUR,GNA15,F3,CDKN1A,TNFSF10,OSMR,CSF1,ITGB3,ABCA1,TLR2,SEMA4D,LPAR1,CD82,IL7R,NFKBIA,HRH1,EMP3,ACVR2A,EIF2AK2,SERPINE1,SGMS2,TIMP1,ACVR1B,BTG2,ROS1,TNFRSF9,SLC7A2,KLF6,ITGA5,HBEGF,NMI,RIPK2,CCL2,RASGRP1,SLC11A2,NFKB1,MET,RELA,SLC31A1,TPBG,P2RX4,PTGIR,SELENOS,ATP2A2,AXL,ABI1,RHOG,SLC7A1,PVR,IFNAR1,KIF1B,EBI3,SRI,TAPBP,ADORA2B,RAF1,GPC3,NAMPT,ATP2C1,PDE4B,MYC,ICAM4,CD55,IRAK2,LDLR,SPHK1,PSEN1,MMP14,ITGB8,GNAI3,INHBA,ICAM1,IL12B,ATP2B1,ADRM1,LYN,CD40,GP1BA,FPR1,GCH1,ADM,BST2,SCN1B,HIF1A,AHR,DCBLD2,PCDH7,MSR1,PDPN,PTPRE,IRF1,CD70,ICOSLG,TLR3,IL18,IL1B,EREG"
HALLMARK_PEROXISOME,0.2748456662312498,0.952781447,0.49122807017543857,0.6576886940181648,104,87,"FABP6,ALDH1A1,PEX11A,GNPAT,ABCD1,STS,PEX2,EPHX2,SLC25A17,MVP,SOD2,ATXN1,GSTK1,HMGCL,CRAT,HSD17B11,DHRS3,PEX5,TSPO,SLC25A19,PEX13,HSD17B4,CLN8,EHHADH,IDH1,IDH2,MLYCD,PEX6,SIAH1,PEX14,SCP2,ACOX1,CAT,ACOT8,ALDH9A1,NUDT19,SLC35B2,ACSL4,ERCC3,CTPS1,PRDX5,ISOC1,FDPS,ITGB1BP1,PEX11B,ECH1,ABCD3,TOP2A,FIS1,CTBP1,ECI2,VPS4B,FADS1,CDK7,ELOVL5,ERCC1,SEMA3C,MSH2,ABCC5,IDI1,SOD1,ACAA1,PABPC1,SLC23A2,YWHAH,CADM1,DHCR24,IDE,HRAS,BCL10,RETSAT,TTR,LONP2,ACSL1,SLC25A4,CNBP,RDH11,CLN6,PRDX1,ABCB1,ALB,SLC27A2,SMARCC1,ABCB9,ACSL5,ABCB4,CRABP2"
HALLMARK_TGF_BETA_SIGNALING,0.23577970954936467,0.714124848,0.9016393442622951,0.9667218468972305,54,47,"CDKN1C,ID3,APC,BMPR1A,SKI,RAB31,SERPINE1,ACVR1,ID2,TGFB1,CTNNB1,TGFBR1,FNTA,BMPR2,FURIN,TJP1,SMAD1,SMURF1,SMURF2,MAP3K7,SPTBN1,BCAR3,PMEPA1,THBS1,CDK9,HIPK2,XIAP,ENG,HDAC1,SMAD3,NCOR2,SKIL,ARID4B,SLC20A1,PPP1CA,PPM1A,UBE2D3,FKBP1A,ID1,TRIM33,WWTR1,TGIF1,KLF10,LTBP2,JUNB,RHOA,NOG"
HALLMARK_MITOTIC_SPINDLE,-0.103638555,-0.440075645,1,1,199,196,"PKD2,RASA2,OPHN1,PREX1,APC,ARHGAP27,CDC42EP2,CDC42BPA,MAP3K11,NEK2,DST,ABL1,DOCK2,FARP1,TAOK2,ALS2,KPTN,FGD4,MAP1S,ARHGEF2,RHOF,SHROOM1,BCR,CYTH2,ARF6,ARHGEF11,ARFGEF1,RABGAP1,SOS1,DYNC1H1,PLEKHG2,AURKA,RAB3GAP1,ABR,TUBGCP5,TUBGCP6,PAFAH1B1,KIFAP3,SUN2,WASF1,MYO1E,SEPTIN9,CEP192,TBCD,CLASP1,RASAL2,TRIO,TSC1,FLNB,KNTC1,SORBS2,ITSN1,NF1,ATG4B,CENPJ,RAPGEF6,MYO9B,CDC42EP4,ARHGAP10,BUB1,EPB41L2,KIF3B,CCDC88A,KIF22,CENPE,CTTN,ACTN4,FSCN1,MID1,GEMIN4,KIF23,ARHGAP5,TLK1,ABI1,VCL,HDAC6,NCK1,ESPL1,CNTRL,YWHAE,CDC27,ARHGDIA,KIF1B,TUBA4A,ROCK1,SPTAN1,FLNA,KIF15,AKAP13,SPTBN1,RANBP9,CLIP1,TOP2A,ARHGAP29,LLGL1,RASA1,WASL,KIF11,TUBGCP2,LRPPRC,RALBP1,CENPF,TUBGCP3,ANLN,PALLD,KIF5B,ARHGEF7,CKAP5,SMC3,ECT2,UXT,NOTCH2,CDK1,PCNT,TPX2,BCAR1,BCL2L11,NIN,HOOK3,MARCKS,CCNB2,TUBD1,SSH2,PRC1,RICTOR,ARAP3,CAPZB,LATS1,MID1IP1,PPP4R2,RACGAP1,SAC3D1,TIAM1,SASS6,CDK5RAP2,CEP57,CDC42EP1,PXN,KIF4A,KLC1,KIF2C,ARFIP2,MYH9,WASF2,CNTROB,NDC80,KIF20B,CLIP2,CDC42,SMC4,NUSAP1,DOCK4,ALMS1,CEP131,INCENP,KIF3C,STAU1,SMC1A,MAPRE1,CEP72,TTK,ARHGEF12,PDLIM5,LMNB1,NCK2,BRCA2,EZR,CEP250,KATNA1,KATNB1,DLG1,FGD6,CD2AP,ARHGEF3,CSNK1D,PCM1,RHOT2,GSN,DLGAP5,ARL8A,PLK1,MARK4,RFC1,PCGF5,NUMA1,DYNLL2,SYNPO,FBXO5,EPB41,STK38L,NET1,BIN1,SHROOM2,BIRC5,NEDD9,MYH10"
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.190473671,-0.75678725,1,0.9678600315014261,200,197,"MGST3,SDHC,ACO2,ATP1B1,ALDH6A1,CPT1A,ETFDH,ACADSB,SLC25A11,CYB5R3,NQO2,PDP1,ATP6V1C1,RHOT1,COX11,NDUFC1,SDHD,ATP6V0C,NDUFB5,PHYH,SLC25A12,OGDH,IDH1,IDH2,COX15,ACAT1,CASP7,DECR1,VDAC2,NDUFA6,BAX,ECI1,ATP6AP1,VDAC3,HADHB,UQCR10,FDX1,ETFA,SUCLG1,SUCLA2,HADHA,LDHA,GLUD1,ATP5MF,ABCB7,ETFB,GPX4,NDUFA9,ACADVL,UQCR11,SLC25A20,SDHA,ATP6V1H,ECHS1,ALAS1,ATP5PB,MDH2,NDUFB3,UQCRC2,OPA1,CYCS,ATP6V1F,ATP5F1C,ECH1,NDUFB2,FXN,SDHB,HTRA2,ISCA1,LRPPRC,VDAC1,ISCU,MRPS11,PRDX3,ACADM,BCKDHA,ATP6V1E1,MDH1,HSD17B10,ATP5MG,IMMT,SLC25A5,SLC25A6,MRPL15,CYB5A,MAOB,NDUFB4,IDH3B,SUPV3L1,MTRF1,SLC25A3,DLAT,COX7A2,MRPL35,NDUFC2,ATP6V1D,HSPA9,PDHA1,MTX2,COX4I1,MRPS15,NDUFS2,TIMM9,ATP5F1B,ACAA2,COX7B,ATP5ME,NDUFA7,COX10,GRPEL1,TIMM50,NDUFV2,ACAA1,NDUFB1,MFN2,NDUFA3,TCIRG1,MRPL34,TOMM22,ATP5F1A,PDHB,TOMM70,TIMM10,MRPL11,MTRR,UQCRC1,NDUFS1,NDUFS6,PMPCA,GOT2,COX8A,ATP5PO,NDUFA5,NDUFS8,MRPS22,AFG3L2,ATP5MC1,NDUFS3,CS,AIFM1,OXA1L,NNT,MRPS12,ATP5PD,PHB2,IDH3G,NDUFB8,RETSAT,NDUFB6,HCCS,NDUFA1,NDUFA4,IDH3A,MRPS30,COX7A2L,UQCRFS1,FH,SLC25A4,CYC1,DLD,UQCRH,NDUFA2,LDHB,NDUFS7,SURF1,OAT,PDK4,ATP5F1D,COX7C,NDUFS4,TIMM17A,PDHX,UQCRQ,POR,RHOT2,DLST,ATP5F1E,NDUFV1,ATP6V1G1,ATP5PF,GPI,TIMM13,COX5A,COX6A1,NDUFA8,NDUFB7,COX5B,COX6B1,UQCRB,BDH2,ATP5MC3,TIMM8B,POLR2F,COX6C,COX17,NDUFAB1,MPC1"
